Image,Predicted_Age1,Predicted_Age2,Predicted_Age3,Predicted_Age4,Predicted_Age5,Predicted_Age6,Predicted_Age7,Predicted_Age8,Average_Age,Target_Age,Sigma,Total_Sigma,Diff,Squared_Diff,Total,Exponent,Error
6556.jpg,8,8,9,13,10,7,7,15,10,13,2,5,-3.2042424083,10.267169411,-2.0804847441,0.1248696677,0.8751303323
6557.jpg,30,35,33,33,32,31,31,30,32,32,6,82,-0.1883430481,0.0354731038,-0.0004329807,0.999567113,0.000432887
6558.jpg,34,22,31,36,27,29,40,36,32,9,2,5,22.9871449471,528.4088328173,-101.9435868764,5.32675539171141E-045,1
6559.jpg,28,31,29,29,28,29,26,29,29,25,6,75,3.659342289,13.3907859878,-0.1778148217,0.8370974214,0.1629025786
6560.jpg,14,16,14,13,14,17,16,16,15,22,4,30,-6.8332648277,46.6935082058,-1.5636694303,0.2093664045,0.7906335955
6561.jpg,26,30,28,30,31,29,26,27,28,25,4,36,3.2645618916,10.6573643438,-0.3000268595,0.7407983229,0.2592016771
6562.jpg,55,54,57,52,51,53,53,53,54,59,6,80,-5.4587388039,29.7978293288,-0.3741702861,0.6878597689,0.3121402311
6563.jpg,28,31,33,28,28,31,28,28,29,23,8,135,6.4050295353,41.0244033478,-0.304048832,0.7378248361,0.2621751639
6564.jpg,23,26,25,29,23,27,23,26,25,18,3,16,7.3075916767,53.4008961133,-3.3168829131,0.0362656991,0.9637343009
6565.jpg,26,28,26,29,25,24,30,26,27,31,6,75,-4.0226778984,16.1819374744,-0.2150997654,0.8064609793,0.1935390207
6566.jpg,20,19,22,20,18,19,21,18,20,18,3,22,1.8322358131,3.357088075,-0.1529881041,0.8581399301,0.1418600699
6567.jpg,29,30,25,27,37,31,27,35,30,34,9,170,-3.7956438065,14.4069119055,-0.0845117475,0.9189608598,0.0810391402
6568.jpg,28,29,34,30,33,31,28,33,31,30,4,28,0.8188307285,0.670483762,-0.0240009484,0.9762847839,0.0237152161
6569.jpg,39,38,28,31,35,29,35,34,34,48,8,125,-14.3874313831,206.9981818044,-1.6519625294,0.1916733746,0.8083266254
6570.jpg,28,24,17,37,22,21,27,23,25,10,2,5,14.8590018749,220.7899367188,-40.7074398355,2.09403293040023E-018,1
6571.jpg,27,26,26,24,26,28,26,30,27,23,3,22,3.5635204315,12.6986778659,-0.5751882609,0.5625989434,0.4374010566
6572.jpg,22,23,23,24,24,24,25,22,24,26,5,44,-2.4855771065,6.1780935522,-0.1389906563,0.8702361596,0.1297638404
6573.jpg,43,47,42,46,42,42,44,46,44,40,5,59,3.8145508766,14.5507983904,-0.2480916998,0.7802883877,0.2197116123
6574.jpg,28,31,29,24,30,32,31,32,30,27,5,43,2.6205618381,6.8673443475,-0.1602942784,0.8518930584,0.1481069416
6576.jpg,28,27,28,25,28,29,26,28,27,26,5,51,1.3384308815,1.7913972245,-0.0349517307,0.9656520264,0.0343479736
6577.jpg,25,29,21,31,11,22,31,18,24,27,5,49,-3.2976241112,10.8743247786,-0.2210315726,0.8016913684,0.1983086316
6578.jpg,5,2,3,2,2,2,2,3,2,1,0,0,1.4135166258,1.9980292513,-8.3530513404,0.0002356763,0.9997643237
6579.jpg,36,35,32,38,38,38,38,37,36,30,4,36,6.3592419624,40.4399583368,-1.1268099848,0.3240653828,0.6759346172
6580.jpg,67,72,70,60,62,62,64,69,66,78,9,156,-12.2455749512,149.9541058844,-0.960596093,0.3826647142,0.6173352858
6581.jpg,51,51,52,44,44,50,50,47,49,54,5,55,-5.3819103241,28.9649587367,-0.5221602219,0.5932376378,0.4067623622
6582.jpg,19,23,20,20,19,19,22,20,20,22,5,44,-1.9666612148,3.8677563339,-0.0882340697,0.9155465499,0.0844534501
6583.jpg,45,48,51,55,50,49,45,53,50,55,7,92,-5.4088988304,29.2561865576,-0.3164916123,0.7287011237,0.2712988763
6584.jpg,26,29,23,25,24,28,33,38,28,28,4,32,-0.0209493637,0.0004388758,-0.000013886,0.999986114,0.000013886
6585.jpg,41,42,40,36,42,42,45,42,41,38,8,129,3.3083548546,10.9452118438,-0.0845941054,0.9188851792,0.0811148208
6586.jpg,43,38,45,37,42,43,35,39,40,45,6,64,-4.5049595833,20.2946608471,-0.3148149091,0.729923964,0.270076036
6587.jpg,13,59,36,10,57,50,57,59,42,50,2,10,-7.5570037365,57.1083054734,-5.5050105591,0.0040663456,0.9959336544
6588.jpg,31,32,34,28,31,36,34,30,32,33,7,99,-1.0689287186,1.1426086054,-0.011594349,0.9884726064,0.0115273936
6589.jpg,26,27,26,24,24,24,25,25,25,13,3,13,12.310559988,151.5498872184,-11.2663734142,1.27960578599365E-005,0.9999872039
6590.jpg,27,27,28,25,25,27,25,26,26,27,4,26,-0.858618021,0.737224906,-0.0285942004,0.9718107449,0.0281892551
6591.jpg,27,26,22,24,29,29,27,27,26,27,6,68,-0.7146091461,0.5106662317,-0.0075366615,0.9924916679,0.0075083321
6592.jpg,21,23,20,22,22,20,20,22,21,22,3,22,-0.809379816,0.6550956866,-0.02921653,0.9712061464,0.0287938536
6593.jpg,24,29,22,24,23,25,25,24,25,14,3,20,10.5403270721,111.0984947877,-5.5505456108,0.0038853368,0.9961146632
6594.jpg,32,35,34,34,35,37,37,32,35,32,6,70,2.510923624,6.3047374457,-0.0894944159,0.9143933712,0.0856066288
6595.jpg,21,23,19,19,22,11,15,19,19,9,2,8,9.5600202084,91.3939863843,-11.3533366014,1.17302849707731E-005,0.9999882697
6596.jpg,42,38,34,32,32,44,30,35,36,48,10,188,-12.1178693771,146.842758241,-0.7805871333,0.4581369449,0.5418630551
6597.jpg,37,36,37,36,35,41,38,36,37,35,7,104,2.0261054039,4.1051031077,-0.0393637661,0.9614009205,0.0385990795
6598.jpg,50,57,57,53,54,52,57,55,54,53,7,108,1.2999477386,1.6898641232,-0.0157192336,0.9844036687,0.0155963313
6599.jpg,41,49,39,39,41,39,40,43,41,57,8,139,-15.7906351089,249.3441571437,-1.7912369803,0.1667537709,0.8332462291
6600.jpg,34,34,34,31,31,34,35,31,33,30,4,33,3.2506799698,10.5669202659,-0.3207751611,0.7255863727,0.2744136273
6601.jpg,57,64,59,63,64,65,69,64,63,70,6,82,-6.7557864189,45.640650138,-0.5578156807,0.5724581305,0.4275418695
6602.jpg,33,36,37,36,40,36,37,36,36,37,5,47,-0.6758055687,0.4567131667,-0.0096786428,0.9903680445,0.0096319555
6603.jpg,27,29,29,28,30,28,26,28,28,38,4,36,-9.7625238895,95.3068726938,-2.65098286,0.0705818069,0.9294181931
6604.jpg,21,13,8,12,19,27,26,21,18,22,4,31,-3.6442964077,13.2808963073,-0.4349059839,0.6473255232,0.3526744768
6605.jpg,55,63,65,56,58,57,56,59,59,69,6,75,-10.3039474487,106.1713330258,-1.4227908465,0.2410403706,0.7589596294
6606.jpg,25,25,30,32,27,30,23,32,28,38,6,72,-9.9143209457,98.2937598149,-1.3663534577,0.2550352629,0.7449647371
6607.jpg,53,52,53,53,50,52,56,52,53,57,7,103,-4.3802919388,19.186957469,-0.1856589709,0.8305567908,0.1694432092
6608.jpg,23,23,24,26,24,22,22,26,24,27,4,36,-3.2801635265,10.7594727608,-0.3012735828,0.7398753279,0.2601246721
6609.jpg,22,17,17,18,23,22,20,22,20,22,2,11,-1.9926245213,3.9705524827,-0.3540932427,0.7018095257,0.2981904743
6610.jpg,4,2,2,2,2,4,3,2,3,4,1,3,-1.3575424105,1.8429213963,-0.5382642587,0.5837606309,0.4162393691
6611.jpg,54,57,51,49,50,48,48,50,51,57,8,126,-6.1647310257,38.0039086191,-0.3006763538,0.7403173349,0.2596826651
6612.jpg,41,46,47,42,43,47,43,42,44,43,6,66,0.9566130638,0.9151085538,-0.0138673182,0.9862283901,0.0137716099
6613.jpg,26,25,28,26,25,28,25,26,26,26,3,15,0.18024683,0.0324889197,-0.0021578885,0.9978444381,0.0021555619
6614.jpg,33,36,35,37,34,33,35,35,35,28,4,37,6.7288851738,45.2778956822,-1.2258808479,0.2934990584,0.7065009416
6615.jpg,25,24,26,25,22,24,26,24,25,31,5,48,-6.4529111386,41.640062162,-0.8594492558,0.4233952006,0.5766047994
6616.jpg,25,27,25,26,29,29,29,23,27,38,7,87,-11.489585638,132.0105781339,-1.5117763624,0.2205179101,0.7794820899
6617.jpg,29,30,16,28,26,17,27,14,23,48,4,38,-24.7003557682,610.1075750756,-16.2421684487,8.83315535168838E-008,0.9999999117
6618.jpg,16,7,15,10,7,6,5,9,9,20,9,179,-10.6302491426,113.0021968347,-0.6328083961,0.5310981706,0.4689018294
6619.jpg,36,38,35,36,36,37,32,33,36,42,6,64,-6.4632840156,41.7740402669,-0.6551580735,0.519359959,0.480640041
6620.jpg,26,11,23,20,14,30,16,18,20,22,5,51,-2.2987960577,5.2844633149,-0.1036451329,0.9015451694,0.0984548306
6621.jpg,45,44,44,44,45,43,38,44,44,44,5,42,-0.3795857429,0.1440853362,-0.0034676538,0.9965383516,0.0034616484
6622.jpg,30,48,34,39,54,35,52,48,43,60,5,41,-17.4911265373,305.9395075452,-7.4343135597,0.0005906343,0.9994093657
6623.jpg,28,26,28,28,27,29,27,27,28,32,5,57,-4.4415848255,19.7276757622,-0.3490597207,0.705351005,0.294648995
6624.jpg,24,6,43,66,59,62,60,62,48,79,6,65,-31.3930878639,985.5259656322,-15.245913523,2.39212508542649E-007,0.9999997608
6625.jpg,37,38,36,40,37,36,39,39,38,48,6,74,-10.3283090591,106.6739680212,-1.4386714564,0.2372427367,0.7627572633
6626.jpg,6,6,8,6,8,3,6,4,6,3,1,2,2.8736421764,8.2578193579,-4.7431547912,0.008711121,0.991288879
6627.jpg,7,5,5,5,6,4,6,4,5,6,1,3,-0.8080638349,0.6529671613,-0.2277896907,0.7962917098,0.2037082902
6628.jpg,42,43,40,40,42,45,42,44,42,39,6,61,3.3558225632,11.2615450754,-0.1858756192,0.8303768715,0.1696231285
6629.jpg,30,35,29,32,33,34,29,31,32,33,5,57,-1.4590530396,2.1288357722,-0.0371251764,0.9635555134,0.0364444866
6630.jpg,41,44,40,52,45,50,47,42,45,49,7,99,-3.685254097,13.5810977594,-0.1368324832,0.872116308,0.127883692
6631.jpg,49,53,51,49,52,47,50,49,50,55,5,60,-4.8386497498,23.4125314008,-0.3898488854,0.6771591954,0.3228408046
6632.jpg,26,27,27,26,28,30,25,28,27,28,5,44,-0.8024039268,0.6438520618,-0.0145683409,0.985537264,0.014462736
6633.jpg,29,29,26,29,30,28,27,29,28,30,4,27,-1.6800088883,2.8224298646,-0.1029277167,0.9021921846,0.0978078154
6634.jpg,35,31,36,37,36,37,37,31,35,29,4,39,6.0299663544,36.3604942349,-0.9428003892,0.3895354556,0.6104645444
6635.jpg,28,32,32,33,37,33,34,28,32,35,5,45,-2.8547682762,8.1497019108,-0.1809546827,0.8344731739,0.1655268261
6636.jpg,12,13,24,22,28,9,33,14,19,9,2,9,10.348754406,107.0967177555,-11.9775079235,0.000006284,0.999993716
6637.jpg,29,30,35,34,32,31,27,31,31,24,6,82,7.2304580212,52.2795231959,-0.6401410968,0.52721803,0.47278197
6638.jpg,21,6,6,19,7,11,9,6,10,29,7,99,-18.5538013577,344.2435448225,-3.4761376137,0.0309266312,0.9690733688
6639.jpg,34,38,31,34,38,35,29,32,34,27,5,42,6.7673444748,45.7969512404,-1.0905638835,0.3360269602,0.6639730398
6640.jpg,25,25,23,23,23,24,24,26,24,37,7,104,-12.8420934677,164.9193646332,-1.592285913,0.2034599879,0.7965400121
6641.jpg,13,19,18,8,10,12,29,22,16,25,4,34,-8.6528881788,74.8724738352,-2.2319540097,0.1073185237,0.8926814763
6642.jpg,23,18,24,15,15,16,25,20,19,7,2,5,12.436953187,154.6778045755,-28.7531861304,3.25574158273692E-013,1
6643.jpg,43,40,40,31,40,40,37,35,38,42,8,121,-3.6834270954,13.5676351673,-0.1120226967,0.8940239659,0.1059760341
6644.jpg,55,70,63,59,61,47,59,65,60,69,7,112,-9.1321768761,83.3966544957,-0.7446129865,0.4749180641,0.5250819359
6645.jpg,26,24,30,23,24,33,24,22,26,32,6,72,-6.1208431721,37.4647211371,-0.5214671186,0.5936489553,0.4063510447
6646.jpg,25,27,28,25,28,25,30,27,27,24,4,30,2.6990721226,7.2849903229,-0.2401718271,0.7864927087,0.2135072913
6647.jpg,30,29,28,31,31,31,31,34,31,32,4,28,-1.2468426228,1.5546165259,-0.0564768256,0.9450883861,0.0549116139
6648.jpg,36,42,36,39,37,40,38,38,38,39,5,54,-0.851298809,0.7247096623,-0.0135320635,0.9865590832,0.0134409168
6649.jpg,32,36,37,33,31,35,40,35,35,33,5,45,1.8989002705,3.6058222372,-0.0800510221,0.9230692483,0.0769307517
6650.jpg,38,39,36,38,38,41,35,38,38,42,8,114,-4.011592865,16.0928773144,-0.1413628857,0.8681742065,0.1318257935
6651.jpg,37,32,31,34,30,32,29,32,32,34,5,48,-1.7371497154,3.0176891338,-0.0625347021,0.9393804638,0.0606195362
6652.jpg,31,35,35,35,29,33,32,33,33,28,4,31,4.9437212944,24.4403802367,-0.7774918282,0.4595572154,0.5404427846
6653.jpg,30,24,24,30,31,24,23,22,26,28,6,76,-1.9146225452,3.6657794907,-0.0479881795,0.9531450536,0.0468549464
6654.jpg,25,25,29,29,23,25,26,32,27,22,3,23,4.7069494724,22.155373336,-0.9710544251,0.3786835341,0.6213164659
6655.jpg,69,66,68,67,66,65,72,70,68,80,8,127,-12.2449932099,149.9398587093,-1.1835459176,0.306191083,0.693808917
6656.jpg,38,35,41,42,36,40,39,42,39,40,4,38,-0.6394319534,0.4088732231,-0.0107223478,0.9893349317,0.0106650683
6657.jpg,28,29,29,33,30,31,29,26,29,27,6,63,2.3676831722,5.605923604,-0.0885894949,0.9152211995,0.0847788005
6658.jpg,38,36,41,34,37,43,40,30,37,36,6,81,1.2546374798,1.5741152057,-0.0195147792,0.9806744015,0.0193255985
6659.jpg,30,8,30,35,25,31,22,12,24,3,0,0,21.2637858391,452.1485882104,-1504.3837808805,0,1
6660.jpg,32,12,11,13,14,43,24,34,23,16,4,25,6.8403289318,46.7900998952,-1.8385662096,0.1590453003,0.8409546997
6661.jpg,5,5,5,6,7,4,4,6,5,5,1,3,0.2234523296,0.0499309436,-0.0178113346,0.9823463496,0.0176536504
6662.jpg,46,57,43,55,53,54,52,50,51,65,6,63,-13.7330322266,188.5961741358,-2.9725471036,0.0511728018,0.9488271982
6663.jpg,54,55,28,43,52,58,41,55,48,44,8,122,4.3219726086,18.6794472293,-0.153111792,0.8580337952,0.1419662048
6664.jpg,31,33,32,24,39,34,23,38,32,38,6,74,-6.2267429829,38.7723281746,-0.522620061,0.5929649067,0.4070350933
6665.jpg,24,10,9,17,9,5,8,8,11,10,2,6,1.254011035,1.5725436758,-0.2697497111,0.7635705836,0.2364294164
6666.jpg,29,30,31,30,28,30,31,30,30,31,5,55,-1.1255562305,1.2668768281,-0.0229376601,0.9773234082,0.0226765918
6667.jpg,39,42,39,39,38,40,41,38,40,33,6,61,6.6283841133,43.9354759536,-0.7255793587,0.4840440526,0.5159559474
6668.jpg,30,37,33,34,31,42,36,36,35,38,5,41,-3.1404936314,9.8627002486,-0.2423383331,0.784790612,0.215209388
6669.jpg,60,59,61,60,59,61,61,59,60,63,6,62,-3.0397758484,9.2402372085,-0.1479846775,0.8624443296,0.1375556704
6671.jpg,28,30,28,30,28,30,27,27,28,26,4,26,2.4290282726,5.9001783492,-0.2297572011,0.7947265378,0.2052734622
6672.jpg,25,29,22,29,24,27,28,25,26,25,3,24,1.3538210392,1.8328314062,-0.0753204095,0.9274462761,0.0725537239
6673.jpg,29,34,26,27,20,21,16,29,25,30,4,37,-4.8379025459,23.4053010439,-0.6246463102,0.5354507785,0.4645492215
6674.jpg,29,29,29,29,28,35,29,33,30,29,3,23,0.985609293,0.9714256785,-0.0422830373,0.958598423,0.041401577
6675.jpg,48,49,52,48,50,47,47,49,49,49,8,127,-0.1340947151,0.0179813926,-0.0001417347,0.9998582753,0.0001417247
6676.jpg,44,52,47,45,52,47,45,47,47,54,6,66,-6.5985159874,43.540413236,-0.6598346809,0.516936787,0.483063213
6677.jpg,7,6,7,7,8,4,7,8,7,7,2,6,-0.1856532693,0.0344671364,-0.0056307291,0.9943850938,0.0056149062
6678.jpg,48,48,45,46,47,47,47,46,47,47,5,60,-0.2649674415,0.0702077451,-0.001176143,0.9988245484,0.0011754516
6679.jpg,54,57,56,54,55,59,55,57,56,57,8,120,-0.8950157166,0.8010531329,-0.0066988889,0.9933234987,0.0066765013
6680.jpg,48,46,42,41,42,44,39,45,43,49,7,88,-5.6540966034,31.9688084004,-0.3633448196,0.695346623,0.304653377
6681.jpg,27,24,23,25,27,26,25,25,25,26,4,29,-0.5941107273,0.3529675563,-0.0121035182,0.9879694348,0.0120305652
6682.jpg,4,2,2,2,2,2,2,2,2,1,0,0,1.0413374603,1.0843837062,-2.2050101838,0.1102494025,0.8897505975
6683.jpg,26,36,63,58,57,60,58,34,49,78,5,58,-28.7568762303,826.9579305222,-14.3682785903,5.75355002909613E-007,0.9999994246
6684.jpg,64,64,63,61,60,66,67,63,63,64,5,45,-0.5144023895,0.2646098183,-0.0058810249,0.9941362345,0.0058637655
6685.jpg,27,27,28,29,28,32,25,30,28,28,4,33,0.3262097836,0.1064128229,-0.00322071,0.9967844709,0.0032155291
6686.jpg,19,15,15,20,18,18,15,22,18,23,4,39,-5.3936388492,29.0913400359,-0.7421260214,0.4761006386,0.5238993614
6687.jpg,39,39,37,36,44,42,40,37,39,36,4,40,3.0442352295,9.2673681325,-0.233604026,0.7916752366,0.2083247634
6688.jpg,35,38,37,42,39,45,42,41,40,46,7,102,-5.9648118019,35.5789798321,-0.3495299716,0.705019391,0.294980609
6689.jpg,52,54,51,56,51,54,55,53,53,49,6,71,4.3551573753,18.967395764,-0.2660099793,0.766431479,0.233568521
6690.jpg,44,45,37,38,40,44,43,40,41,39,8,133,2.3869304657,5.6974370481,-0.042889817,0.9580169414,0.0419830586
6691.jpg,50,48,51,47,47,55,50,40,48,34,6,71,14.4710025787,209.4099156332,-2.9592730939,0.0518565984,0.9481434016
6692.jpg,23,24,22,23,25,21,23,22,23,24,4,40,-1.1707839966,1.3707351667,-0.0340889636,0.9664855188,0.0335144812
6693.jpg,42,45,46,44,43,43,41,48,44,45,6,61,-0.9344673157,0.8732291641,-0.0143594235,0.9857431813,0.0142568187
6694.jpg,29,24,30,26,29,27,30,29,28,23,4,39,4.9079566002,24.0880379893,-0.6115822144,0.5424918513,0.4575081487
6695.jpg,26,27,27,26,27,25,26,28,27,25,4,30,1.5082383156,2.2747828166,-0.0761699688,0.9266586901,0.0733413099
6696.jpg,25,25,27,26,22,24,26,27,25,39,6,62,-13.8277032375,191.2053768254,-3.078082795,0.0460474545,0.9539525455
6697.jpg,34,36,35,36,37,34,36,37,36,40,5,50,-4.3011832237,18.5001771242,-0.3691037882,0.6913536524,0.3086463476
6698.jpg,15,26,22,25,23,24,15,18,21,8,2,7,12.9101794958,166.672734614,-23.9974658672,3.78471336857727E-011,1
6699.jpg,45,47,42,42,47,47,42,43,44,46,5,55,-1.5413155556,2.3756536419,-0.0430353813,0.9578774985,0.0421225015
6700.jpg,45,47,53,44,47,45,48,46,47,62,7,89,-15.1633615494,229.9275334772,-2.5734432807,0.0762724652,0.9237275348
6701.jpg,37,38,39,33,47,36,34,41,38,39,5,42,-0.9442119598,0.8915362251,-0.0209989253,0.979220017,0.020779983
6702.jpg,11,9,4,6,7,16,5,16,9,5,1,3,4.2182832956,17.7939139623,-5.2544809354,0.0052240572,0.9947759428
6703.jpg,33,34,40,35,31,35,31,34,34,41,6,73,-6.8447811604,46.8510291333,-0.6414419043,0.5265326667,0.4734673333
6704.jpg,34,34,36,35,30,40,29,37,34,36,6,80,-1.7841787338,3.1832937542,-0.0397004438,0.9610772927,0.0389227073
6705.jpg,61,66,65,71,68,65,63,73,67,80,8,123,-13.3499650955,178.2215680515,-1.4523016363,0.2340310134,0.7659689866
6706.jpg,34,36,34,38,37,35,36,34,35,32,5,44,3.3797206879,11.4225119279,-0.2607434194,0.7704785841,0.2295214159
6707.jpg,24,27,24,21,20,29,23,17,23,11,2,7,12.1583366394,147.8251498371,-21.3646952665,5.2653923511611E-010,0.9999999995
6709.jpg,29,31,29,28,30,28,28,29,29,25,4,35,3.8330619335,14.6923637862,-0.4202807708,0.6568623661,0.3431376339
6710.jpg,25,25,25,28,26,26,29,22,26,15,6,71,10.6820223332,114.105601126,-1.6139848763,0.1990926716,0.8009073284
6711.jpg,48,45,47,41,42,46,47,44,45,38,5,43,6.9808635712,48.7324561991,-1.1320731458,0.3223642551,0.6776357449
6712.jpg,27,32,31,34,34,36,35,23,31,34,7,96,-2.5382454395,6.4426899113,-0.0671315825,0.9350721541,0.0649278459
6713.jpg,28,25,23,25,25,29,20,20,24,34,7,93,-9.8596413135,97.2125268318,-1.0506516978,0.3497097698,0.6502902302
6714.jpg,42,37,37,36,42,37,41,42,39,44,6,77,-4.869673729,23.7137222265,-0.3073013283,0.7354289619,0.2645710381
6715.jpg,26,31,26,34,28,31,26,26,28,30,5,45,-1.5798547268,2.4959409578,-0.0555491314,0.9459655459,0.0540344541
6716.jpg,24,18,16,26,25,22,23,21,22,25,5,51,-3.1505633593,9.9260494808,-0.1932898488,0.8242430337,0.1757569663
6717.jpg,45,45,46,43,45,46,45,43,45,49,6,79,-4.4112348556,19.4589929516,-0.2469802754,0.7811561014,0.2188438986
6718.jpg,23,29,23,21,22,27,23,31,25,26,4,40,-1.1511728764,1.3251989913,-0.0335415881,0.9670146941,0.0329853059
6719.jpg,32,32,33,35,33,32,35,30,33,30,5,53,2.9029526711,8.4271342104,-0.1582457305,0.8536399908,0.1463600092
6720.jpg,23,25,23,22,21,25,25,19,23,30,6,84,-7.0612952709,49.8618909033,-0.5968118107,0.5505641436,0.4494358564
6721.jpg,10,11,8,5,5,5,7,10,7,7,2,5,0.4834563136,0.2337300072,-0.0477107903,0.9534094825,0.0465905175
6722.jpg,50,50,40,42,52,51,43,44,46,52,10,183,-5.5518388748,30.822914892,-0.168026823,0.84533116,0.15466884
6723.jpg,43,49,45,43,54,43,42,38,45,27,4,36,17.6517190933,311.5831869498,-8.7335623495,0.0001610876,0.9998389124
6724.jpg,29,31,30,30,30,31,30,31,30,32,4,31,-1.657677412,2.7478944024,-0.0896280243,0.9142712087,0.0857287913
6725.jpg,67,68,65,74,69,65,71,67,68,79,6,83,-10.7099952698,114.7039986784,-1.3760286957,0.2525796345,0.7474203655
6726.jpg,22,22,23,25,18,25,11,21,21,18,5,43,2.838714242,8.0582985476,-0.1859085054,0.830349564,0.169650436
6727.jpg,10,5,6,6,57,18,5,56,20,80,0,0,-59.6940925717,3563.3846879626,#DIV/0!,#DIV/0!,0.000001
6728.jpg,39,40,40,38,41,40,40,39,40,35,6,70,4.5644769668,20.8344499808,-0.2971117914,0.7429609511,0.2570390489
6729.jpg,43,45,49,27,44,49,43,25,41,54,7,106,-13.3512108326,178.2548306958,-1.6779722702,0.1867522755,0.8132477245
6730.jpg,20,21,20,21,20,22,21,20,21,29,4,38,-8.3563964367,69.829361407,-1.8328517707,0.1599567567,0.8400432433
6731.jpg,54,56,57,54,56,50,53,52,54,63,7,97,-8.9427099228,79.9720607632,-0.8248176225,0.438314924,0.561685076
6732.jpg,38,42,38,38,34,38,40,38,38,35,5,58,3.3047833443,10.9215929525,-0.188872827,0.8278917855,0.1721082145
6733.jpg,26,14,26,24,11,14,23,26,21,40,5,56,-19.4283562899,377.461028126,-6.7611889306,0.0011578517,0.9988421483
6734.jpg,3,3,3,3,4,4,4,4,4,4,1,2,-0.4170881808,0.1739625505,-0.0844520325,0.9190157372,0.0809842628
6735.jpg,31,31,32,28,32,31,34,31,31,29,3,24,2.2794678211,5.1959735476,-0.2138177163,0.8074955649,0.1925044351
6736.jpg,3,4,4,1,3,2,4,4,3,6,1,3,-2.7814328819,7.7363688767,-2.3666566887,0.0937937845,0.9062062155
6737.jpg,36,36,38,36,34,35,41,40,37,36,5,57,1.1467580795,1.3150540929,-0.0230151008,0.9772477264,0.0227522736
6738.jpg,45,46,39,44,44,46,45,45,44,43,5,58,1.3028540611,1.6974287046,-0.0290454174,0.9713723463,0.0286276537
6739.jpg,55,54,57,53,56,53,51,61,55,64,7,92,-8.9167337418,79.5081406215,-0.8672682293,0.4200975935,0.5799024065
6740.jpg,28,26,27,30,25,27,26,27,27,22,4,27,4.9941954613,24.9419883054,-0.923635203,0.3970729734,0.6029270266
6741.jpg,29,23,27,28,29,26,29,26,27,26,6,78,1.0372331142,1.0758525333,-0.0138422185,0.9862531445,0.0137468555
6742.jpg,34,41,6,39,45,28,53,6,32,26,5,42,5.6098080277,31.4699461082,-0.7580589562,0.4685750696,0.5314249304
6743.jpg,21,22,24,20,23,22,20,20,22,17,3,18,4.6919293404,22.0142009349,-1.2078166515,0.2988490593,0.7011509407
6744.jpg,25,20,27,24,21,26,6,16,21,49,4,33,-28.4218563438,807.8019180248,-24.7415681041,1.79834701657928E-011,1
6745.jpg,66,70,65,66,68,65,66,69,67,71,6,76,-4.0925912857,16.7493034318,-0.2211354685,0.8016080803,0.1983919197
6746.jpg,77,78,79,77,77,76,77,79,77,82,6,83,-4.6067075729,21.2217546626,-0.2564626886,0.773783865,0.226216135
6747.jpg,23,19,17,20,17,19,18,18,19,11,3,13,7.87596941,62.0308941465,-4.7670265749,0.0085056335,0.9914943665
6748.jpg,29,31,33,25,28,30,26,29,29,41,5,57,-12.1075322628,146.592337495,-2.5765802132,0.0760335786,0.9239664214
6749.jpg,57,59,56,62,60,61,61,59,59,62,5,52,-2.5205140114,6.3529908816,-0.1219447139,0.8851973062,0.1148026938
6750.jpg,28,27,29,30,29,32,34,29,30,23,4,28,6.6583189964,44.3332118579,-1.6029937383,0.2012929965,0.7987070035
6751.jpg,22,24,26,22,23,24,22,23,23,22,3,24,1.2318928242,1.5175599302,-0.0638804961,0.9381171015,0.0618828985
6752.jpg,22,19,21,21,21,22,20,20,21,18,4,26,2.7769725323,7.711576445,-0.2979888267,0.7423096338,0.2576903662
6753.jpg,13,19,18,20,11,19,23,15,17,21,4,39,-3.8635978699,14.9273885001,-0.385319359,0.6802333629,0.3197666371
6754.jpg,38,38,37,39,36,36,38,37,37,40,5,51,-2.6046690941,6.7843010897,-0.1325682802,0.8758431293,0.1241568707
6755.jpg,53,50,47,53,49,53,53,50,51,47,7,103,3.9254288673,15.4089917926,-0.1497194105,0.8609495159,0.1390504841
6756.jpg,40,59,52,56,56,34,55,58,51,70,9,158,-18.6451740265,347.6425144786,-2.1958218448,0.1112670797,0.8887329203
6757.jpg,51,49,44,50,34,50,49,47,47,56,6,81,-9.2376775742,85.3346869642,-1.0512023688,0.3495172477,0.6504827523
6758.jpg,24,17,21,22,22,21,21,21,21,19,5,58,1.9872715473,3.9492482028,-0.0686147139,0.9336863471,0.0663136529
6759.jpg,32,38,40,39,32,36,28,36,35,41,5,46,-5.7346885204,32.8866524264,-0.7089291212,0.4921709708,0.5078290292
6760.jpg,45,47,40,48,22,47,44,54,44,62,6,62,-18.4892380238,341.8519226992,-5.4935843794,0.0041130749,0.9958869251
6761.jpg,24,30,29,27,26,30,27,29,28,27,3,24,0.9732234478,0.9471638793,-0.0390951476,0.9616592053,0.0383407947
6762.jpg,30,37,35,32,31,29,30,33,32,44,8,140,-11.9462966919,142.7140046506,-1.0174363064,0.3615205811,0.6384794189
6763.jpg,13,5,3,3,5,6,4,4,5,4,1,4,1.1719790995,1.3735350097,-0.38831724,0.6781971579,0.3218028421
6764.jpg,51,52,52,51,48,54,55,49,51,58,6,76,-6.5539522171,42.954289664,-0.563288903,0.5693334986,0.4306665014
