Image,Predicted Age1,Predicted Age2,Predicted Age3,Predicted Age4,Predicted Age5,Predicted Age6,Predicted Age7,Predicted Age8,Average,Target_Age,Total_Sigma
6234.jpg,14 ,21 ,23 ,17 ,19 ,20,24 ,17 ,,28,41.1579
6235.jpg,18 ,24 ,25 ,11 ,26 ,13,9 ,14 ,,17,15.946
6236.jpg,25 ,26 ,25 ,27 ,23 ,26,22 ,28 ,,28,50.162
6237.jpg,3 ,2 ,3 ,2 ,4 ,4,3 ,3 ,,4,1.9226
6238.jpg,30 ,30 ,33 ,30 ,32 ,34,32 ,31 ,,31,77.1427
6239.jpg,28 ,31 ,29 ,32 ,28 ,31,35 ,30 ,,27,43.8892
6241.jpg,26 ,28 ,17 ,24 ,26 ,23,25 ,24 ,,28,47.9158
6242.jpg,29 ,28 ,29 ,29 ,30 ,31,27 ,27 ,,32,23.7429
6243.jpg,29 ,36 ,36 ,40 ,35 ,37,37 ,34 ,,30,74.8199
6244.jpg,31 ,33 ,29 ,34 ,37 ,35,34 ,30 ,,35,67.1745
6245.jpg,26 ,30 ,52 ,52 ,23 ,38,49 ,33 ,,42,43.8407
6246.jpg,27 ,28 ,31 ,31 ,31 ,32,30 ,34 ,,33,52.8836
6247.jpg,46 ,47 ,48 ,42 ,48 ,45,47 ,46 ,,47,93.2922
6248.jpg,24 ,26 ,25 ,33 ,25 ,15,31 ,28 ,,20,27.5734
6249.jpg,35 ,34 ,35 ,39 ,37 ,43,40 ,40 ,,39,104.6884
6250.jpg,4 ,5 ,3 ,4 ,4 ,3,3 ,5 ,,4,3.0374
6251.jpg,24 ,24 ,29 ,22 ,22 ,22,21 ,28 ,,26,43.1585
6252.jpg,73 ,64 ,11 ,18 ,11 ,12,28 ,10 ,,96,9.572
6253.jpg,27 ,27 ,27 ,25 ,23 ,25,32 ,27 ,,28,32.3798
6254.jpg,33 ,32 ,35 ,33 ,30 ,32,33 ,32 ,,30,48.7271
6255.jpg,45 ,52 ,47 ,52 ,45 ,47,49 ,46 ,,51,55.9591
6256.jpg,26 ,28 ,26 ,32 ,23 ,27,27 ,25 ,,18,29.5887
6257.jpg,23 ,26 ,19 ,27 ,22 ,20,22 ,19 ,,29,44.7127
6258.jpg,65 ,69 ,70 ,73 ,75 ,71,68 ,73 ,,75,68.935
6259.jpg,27 ,27 ,33 ,12 ,34 ,41,5 ,39 ,,34,80.7947
6260.jpg,24 ,21 ,27 ,23 ,30 ,23,23 ,26 ,,24,12.2659
6261.jpg,34 ,34 ,37 ,36 ,36 ,38,35 ,40 ,,37,102.162
6262.jpg,19 ,11 ,37 ,40 ,8 ,8,6 ,32 ,,35,88.2285
6263.jpg,39 ,40 ,39 ,38 ,40 ,39,40 ,41 ,,37,69.6357
6264.jpg,28 ,28 ,30 ,27 ,26 ,26,24 ,31 ,,29,54.3774
6265.jpg,31 ,19 ,29 ,30 ,25 ,45,14 ,38 ,,32,50.964
6266.jpg,4 ,4 ,2 ,4 ,2 ,4,4 ,2 ,,2,0.9211
6267.jpg,27 ,31 ,32 ,28 ,36 ,29,21 ,35 ,,29,36.0643
6268.jpg,28 ,35 ,28 ,26 ,27 ,27,30 ,29 ,,30,44.4287
6269.jpg,4 ,5 ,4 ,5 ,3 ,4,5 ,5 ,,3,1.4989
6270.jpg,30 ,37 ,33 ,32 ,35 ,34,35 ,38 ,,32,36.9155
6271.jpg,31 ,31 ,33 ,29 ,31 ,28,31 ,32 ,,26,21.3281
6272.jpg,28 ,34 ,33 ,30 ,32 ,29,32 ,28 ,,33,71.503
6273.jpg,61 ,63 ,65 ,58 ,62 ,64,66 ,65 ,,77,106.8712
6274.jpg,22 ,22 ,20 ,25 ,23 ,20,22 ,21 ,,22,21.7396
6275.jpg,30 ,26 ,27 ,28 ,28 ,27,25 ,25 ,,23,19.0305
6276.jpg,58 ,58 ,59 ,61 ,64 ,63,65 ,64 ,,74,89.6247
6277.jpg,53 ,54 ,53 ,53 ,52 ,55,55 ,51 ,,51,96.5554
6278.jpg,39 ,28 ,26 ,31 ,27 ,33,27 ,30 ,,25,34.5665
6279.jpg,38 ,33 ,33 ,31 ,32 ,35,32 ,37 ,,34,63.4714
6280.jpg,26 ,28 ,25 ,27 ,25 ,26,30 ,26 ,,27,39.0208
6281.jpg,32 ,34 ,35 ,36 ,33 ,31,36 ,38 ,,29,57.385
6282.jpg,60 ,58 ,62 ,64 ,61 ,61,63 ,60 ,,61,49.4229
6283.jpg,32 ,35 ,33 ,32 ,33 ,37,37 ,37 ,,40,52.3892
6284.jpg,42 ,49 ,43 ,40 ,38 ,40,43 ,40 ,,44,108.8144
6285.jpg,56 ,57 ,54 ,55 ,54 ,54,56 ,56 ,,69,86.0039
6286.jpg,27 ,36 ,34 ,34 ,29 ,20,20 ,24 ,,26,31.4127
6287.jpg,24 ,22 ,28 ,29 ,24 ,22,24 ,23 ,,21,46.7482
6288.jpg,19 ,25 ,7 ,27 ,21 ,23,24 ,25 ,,17,21.1512
6289.jpg,29 ,30 ,29 ,28 ,31 ,30,27 ,26 ,,27,28.689
6290.jpg,34 ,13 ,4 ,6 ,26 ,5,3 ,17 ,,9,7.095
6291.jpg,50 ,40 ,67 ,61 ,46 ,62,57 ,22 ,,86,83.7396
6292.jpg,29 ,41 ,38 ,47 ,49 ,40,42 ,36 ,,49,80.7216
6293.jpg,54 ,56 ,59 ,57 ,60 ,54,60 ,59 ,,58,149.8619
6294.jpg,27 ,30 ,28 ,23 ,22 ,21,21 ,25 ,,30,32.1987
6295.jpg,46 ,45 ,42 ,45 ,45 ,45,46 ,45 ,,49,68.0166
6296.jpg,44 ,40 ,43 ,42 ,46 ,47,48 ,45 ,,36,48.1773
6297.jpg,36 ,35 ,33 ,31 ,34 ,33,35 ,35 ,,28,29.7151
6298.jpg,29 ,29 ,28 ,28 ,29 ,29,28 ,29 ,,26,27.3366
6299.jpg,22 ,22 ,19 ,23 ,23 ,17,25 ,19 ,,17,25.5569
6300.jpg,23 ,24 ,21 ,21 ,23 ,22,21 ,24 ,,21,24.3892
6301.jpg,34 ,34 ,32 ,34 ,34 ,34,34 ,33 ,,35,39.9501
6302.jpg,23 ,24 ,23 ,23 ,24 ,25,23 ,24 ,,22,29.7278
6303.jpg,25 ,25 ,24 ,26 ,26 ,24,27 ,24 ,,23,37.8961
6304.jpg,37 ,43 ,35 ,36 ,35 ,40,38 ,36 ,,31,52.1528
6305.jpg,52 ,57 ,53 ,52 ,56 ,52,53 ,53 ,,64,75.0374
6306.jpg,45 ,45 ,45 ,39 ,38 ,48,47 ,40 ,,39,56.7091
6307.jpg,3 ,4 ,4 ,2 ,3 ,2,5 ,4 ,,4,1.4753
6308.jpg,30 ,25 ,28 ,30 ,26 ,24,26 ,27 ,,21,49.6016
6309.jpg,74 ,63 ,62 ,59 ,79 ,67,73 ,48 ,,73,106.3064
6310.jpg,34 ,35 ,31 ,37 ,27 ,30,30 ,29 ,,30,50.4089
6311.jpg,47 ,41 ,44 ,46 ,45 ,45,44 ,44 ,,48,58.8751
6312.jpg,26 ,27 ,25 ,26 ,19 ,25,26 ,24 ,,22,75.574
6313.jpg,41 ,45 ,43 ,42 ,45 ,44,46 ,46 ,,43,27.5851
6314.jpg,22 ,22 ,22 ,23 ,23 ,23,21 ,18 ,,22,21.3186
6315.jpg,32 ,28 ,28 ,24 ,28 ,31,32 ,30 ,,24,27.979
6316.jpg,59 ,57 ,61 ,57 ,56 ,55,57 ,57 ,,59,64.1343
6317.jpg,44 ,45 ,47 ,44 ,39 ,38,35 ,44 ,,37,47.856
6318.jpg,30 ,30 ,29 ,30 ,26 ,30,29 ,27 ,,28,32.5996
6319.jpg,27 ,26 ,23 ,22 ,27 ,25,31 ,22 ,,28,82.3487
6320.jpg,22 ,20 ,23 ,22 ,22 ,21,23 ,21 ,,18,25.6247
6321.jpg,30 ,26 ,31 ,29 ,30 ,30,28 ,31 ,,24,65.095
6322.jpg,32 ,30 ,30 ,27 ,35 ,31,24 ,26 ,,19,20.8601
6323.jpg,35 ,33 ,31 ,34 ,31 ,38,37 ,38 ,,36,57.0888
6324.jpg,32 ,34 ,50 ,43 ,36 ,36,32 ,37 ,,29,63.3188
6325.jpg,33 ,29 ,30 ,29 ,30 ,30,32 ,28 ,,29,32.9986
6326.jpg,8 ,5 ,6 ,4 ,11 ,9,6 ,8 ,,4,4.5076
6327.jpg,39 ,38 ,34 ,41 ,38 ,36,31 ,37 ,,35,110.9928
6328.jpg,43 ,39 ,39 ,41 ,39 ,41,45 ,42 ,,44,27.2491
6329.jpg,48 ,56 ,51 ,52 ,52 ,56,55 ,49 ,,54,83.2036
6330.jpg,17 ,7 ,12 ,9 ,9 ,10,9 ,16 ,,22,42.9155
6331.jpg,37 ,44 ,40 ,39 ,40 ,40,39 ,41 ,,39,51.8296
6332.jpg,34 ,35 ,36 ,32 ,35 ,33,34 ,34 ,,32,42.1328
6333.jpg,28 ,29 ,26 ,28 ,40 ,29,32 ,25 ,,24,13.8145
6334.jpg,47 ,46 ,45 ,45 ,45 ,47,47 ,46 ,,45,44.2235
6335.jpg,32 ,27 ,24 ,28 ,22 ,24,28 ,26 ,,29,43.3629
6336.jpg,56 ,57 ,55 ,55 ,61 ,60,67 ,60 ,,78,102.0166
6337.jpg,45 ,45 ,43 ,42 ,45 ,50,46 ,49 ,,52,56.5665
6338.jpg,54 ,61 ,58 ,56 ,62 ,57,58 ,57 ,,60,50.8809
6339.jpg,52 ,52 ,56 ,54 ,54 ,52,58 ,55 ,,61,65.9391
6340.jpg,43 ,46 ,46 ,45 ,43 ,51,46 ,46 ,,46,143.8061
6341.jpg,18 ,22 ,33 ,23 ,22 ,22,20 ,19 ,,25,41.7895
6342.jpg,28 ,49 ,34 ,32 ,33 ,28,51 ,38 ,,42,70.2433
6343.jpg,32 ,34 ,31 ,36 ,31 ,33,32 ,38 ,,26,42.3269
6344.jpg,27 ,27 ,31 ,30 ,35 ,30,34 ,22 ,,32,47.6082
6345.jpg,25 ,17 ,17 ,21 ,21 ,27,21 ,18 ,,25,20.9321
6346.jpg,54 ,54 ,42 ,52 ,50 ,55,46 ,45 ,,64,215.7738
6347.jpg,20 ,25 ,22 ,23 ,19 ,30,21 ,15 ,,23,35.6634
6348.jpg,33 ,33 ,35 ,34 ,36 ,40,37 ,37 ,,35,72.6785
6349.jpg,22 ,21 ,43 ,22 ,12 ,38,23 ,8 ,,33,35.1094
6350.jpg,50 ,50 ,51 ,49 ,49 ,52,52 ,49 ,,53,82.4986
6351.jpg,35 ,31 ,38 ,31 ,33 ,40,37 ,30 ,,40,72.0473
6352.jpg,48 ,40 ,37 ,42 ,34 ,39,38 ,38 ,,32,87.597
6353.jpg,49 ,51 ,51 ,46 ,50 ,49,50 ,45 ,,52,106.6456
6354.jpg,37 ,41 ,39 ,39 ,37 ,38,39 ,37 ,,42,46.2557
6355.jpg,65 ,62 ,65 ,64 ,66 ,63,66 ,68 ,,71,126.8823
6356.jpg,24 ,36 ,41 ,38 ,41 ,40,32 ,34 ,,35,69.0204
6357.jpg,13 ,18 ,8 ,11 ,25 ,11,16 ,9 ,,14,11.9848
6358.jpg,30 ,29 ,32 ,34 ,33 ,31,33 ,36 ,,32,31.2768
6359.jpg,22 ,18 ,24 ,17 ,20 ,26,22 ,20 ,,19,28.0815
6360.jpg,52 ,53 ,46 ,55 ,34 ,53,47 ,54 ,,64,171.2978
6361.jpg,24 ,26 ,28 ,24 ,23 ,28,25 ,27 ,,23,21.3517
6362.jpg,22 ,34 ,36 ,22 ,16 ,17,22 ,18 ,,17,12.0894
6363.jpg,32 ,24 ,33 ,31 ,30 ,29,32 ,31 ,,31,58.4799
6364.jpg,44 ,44 ,47 ,38 ,45 ,39,42 ,43 ,,52,92.2235
6365.jpg,25 ,23 ,18 ,22 ,20 ,21,19 ,26 ,,26,33.6654
6366.jpg,44 ,43 ,44 ,42 ,40 ,46,43 ,42 ,,42,65.9093
6367.jpg,36 ,42 ,41 ,33 ,45 ,35,53 ,37 ,,39,79.6247
6368.jpg,50 ,44 ,47 ,46 ,45 ,42,44 ,45 ,,35,45.9226
6369.jpg,31 ,37 ,34 ,40 ,34 ,37,36 ,34 ,,42,35.169
6370.jpg,36 ,38 ,39 ,37 ,37 ,36,39 ,38 ,,34,38.217
6371.jpg,26 ,30 ,32 ,29 ,32 ,30,31 ,29 ,,38,53.0139
6372.jpg,26 ,31 ,32 ,26 ,28 ,31,26 ,25 ,,29,48.9654
6373.jpg,31 ,31 ,32 ,32 ,27 ,31,32 ,32 ,,30,49.7839
6374.jpg,12 ,19 ,11 ,9 ,9 ,11,9 ,13 ,,16,49.8296
6375.jpg,21 ,17 ,20 ,21 ,18 ,17,21 ,19 ,,24,15.4449
6376.jpg,54 ,57 ,55 ,56 ,54 ,59,59 ,55 ,,62,70.4799
6377.jpg,4 ,2 ,2 ,2 ,2 ,2,3 ,2 ,,2,1.0928
6378.jpg,26 ,25 ,30 ,27 ,30 ,30,25 ,27 ,,27,51.7107
6379.jpg,26 ,26 ,28 ,28 ,25 ,30,28 ,27 ,,28,42.0457
6380.jpg,25 ,21 ,24 ,23 ,28 ,24,24 ,28 ,,25,25.6953
6381.jpg,21 ,18 ,21 ,7 ,19 ,11,15 ,17 ,,12,8.7364
6382.jpg,22 ,26 ,26 ,25 ,31 ,26,26 ,27 ,,29,38.0302
6383.jpg,81 ,75 ,80 ,78 ,83 ,81,80 ,79 ,,89,58.8158
6384.jpg,55 ,51 ,55 ,53 ,56 ,54,51 ,54 ,,53,92.4058
6385.jpg,36 ,39 ,38 ,35 ,35 ,38,38 ,38 ,,42,74.8902
6386.jpg,52 ,51 ,46 ,46 ,49 ,46,50 ,51 ,,55,97.7576
6387.jpg,53 ,54 ,53 ,52 ,55 ,53,53 ,52 ,,54,50.7728
6388.jpg,25 ,18 ,29 ,23 ,23 ,31,13 ,7 ,,9,12.6981
6389.jpg,28 ,28 ,43 ,41 ,44 ,41,42 ,36 ,,25,37.2126
6390.jpg,50 ,50 ,49 ,52 ,51 ,53,52 ,49 ,,34,66.8665
6391.jpg,20 ,18 ,14 ,16 ,10 ,19,15 ,22 ,,50,108.7012
6392.jpg,43 ,46 ,45 ,44 ,46 ,45,44 ,40 ,,44,66.6509
6393.jpg,30 ,30 ,30 ,30 ,31 ,32,32 ,31 ,,26,25.7507
6394.jpg,47 ,47 ,44 ,42 ,43 ,44,43 ,43 ,,44,88.9765
6395.jpg,55 ,60 ,69 ,61 ,59 ,57,39 ,65 ,,58,84.5374
6396.jpg,18 ,10 ,27 ,8 ,17 ,26,15 ,21 ,,22,50.0997
6397.jpg,31 ,37 ,33 ,36 ,42 ,33,45 ,35 ,,54,136.0776
6398.jpg,21 ,27 ,20 ,17 ,35 ,14,27 ,19 ,,12,3.74
6399.jpg,25 ,33 ,28 ,29 ,28 ,30,31 ,28 ,,25,37.741
6400.jpg,29 ,31 ,28 ,29 ,30 ,28,29 ,32 ,,30,25.7064
6401.jpg,33 ,33 ,33 ,38 ,33 ,37,31 ,37 ,,33,68.2839
6402.jpg,25 ,30 ,28 ,24 ,29 ,27,26 ,27 ,,28,22.4986
6403.jpg,50 ,58 ,54 ,54 ,52 ,55,58 ,56 ,,69,76.5785
6404.jpg,22 ,20 ,21 ,23 ,22 ,20,21 ,20 ,,25,33.3795
6405.jpg,17 ,15 ,21 ,18 ,18 ,16,19 ,19 ,,20,40.3989
6406.jpg,24 ,15 ,22 ,24 ,18 ,19,23 ,24 ,,41,147.7318
6407.jpg,5 ,4 ,5 ,6 ,6 ,5,4 ,4 ,,8,0.6466
6408.jpg,45 ,39 ,41 ,44 ,42 ,43,45 ,42 ,,45,34.8878
6409.jpg,42 ,41 ,41 ,48 ,41 ,46,44 ,43 ,,50,47.9562
6410.jpg,46 ,49 ,44 ,48 ,46 ,48,45 ,42 ,,39,92.5111
6411.jpg,21 ,23 ,19 ,21 ,21 ,15,20 ,27 ,,29,34.9155
6412.jpg,53 ,50 ,50 ,51 ,53 ,51,53 ,53 ,,52,41.2067
6413.jpg,72 ,68 ,67 ,69 ,67 ,71,70 ,69 ,,66,120.374
6414.jpg,50 ,53 ,49 ,47 ,48 ,49,53 ,51 ,,46,75.5237
6415.jpg,35 ,37 ,37 ,38 ,36 ,38,37 ,41 ,,32,37.8304
6416.jpg,62 ,61 ,63 ,61 ,64 ,63,62 ,71 ,,59,145.3333
6417.jpg,5 ,4 ,7 ,3 ,2 ,4,4 ,4 ,,1,0.3457
6418.jpg,28 ,32 ,29 ,31 ,30 ,29,32 ,31 ,,39,48.26
6419.jpg,6 ,3 ,5 ,4 ,3 ,2,3 ,3 ,,7,7.5194
6420.jpg,22 ,23 ,27 ,25 ,22 ,23,23 ,21 ,,27,23.7618
6421.jpg,37 ,36 ,35 ,36 ,39 ,36,37 ,42 ,,31,60.0342
6422.jpg,25 ,28 ,23 ,24 ,22 ,24,25 ,24 ,,25,32.121
6423.jpg,30 ,31 ,32 ,29 ,29 ,31,29 ,29 ,,25,31.9058
6424.jpg,34 ,33 ,37 ,40 ,41 ,43,38 ,38 ,,47,99.7107
6425.jpg,32 ,33 ,33 ,30 ,31 ,32,32 ,32 ,,32,28.8823
6426.jpg,26 ,27 ,26 ,27 ,24 ,24,30 ,23 ,,29,25.8963
6427.jpg,20 ,20 ,20 ,21 ,19 ,24,22 ,20 ,,25,34.4114
6428.jpg,34 ,36 ,33 ,36 ,34 ,35,35 ,34 ,,45,76.4945
6429.jpg,32 ,37 ,36 ,36 ,36 ,38,37 ,37 ,,34,112.2788
6430.jpg,30 ,34 ,26 ,27 ,32 ,28,30 ,29 ,,12,10.3725
6431.jpg,26 ,25 ,24 ,27 ,30 ,26,26 ,28 ,,18,22.8902
6432.jpg,29 ,58 ,33 ,30 ,53 ,50,54 ,33 ,,30,49.4543
6433.jpg,25 ,29 ,31 ,32 ,26 ,27,26 ,24 ,,31,71.261
6434.jpg,53 ,56 ,54 ,54 ,53 ,55,56 ,54 ,,51,101.215
6435.jpg,33 ,38 ,35 ,33 ,37 ,38,36 ,38 ,,29,35.6454
6436.jpg,37 ,40 ,36 ,36 ,42 ,41,39 ,37 ,,36,62.6851
6437.jpg,46 ,47 ,47 ,52 ,49 ,49,47 ,46 ,,51,86.878
6438.jpg,29 ,22 ,28 ,19 ,18 ,18,27 ,25 ,,5,6.1328
6439.jpg,38 ,40 ,34 ,41 ,37 ,43,37 ,38 ,,36,42.3842
6440.jpg,33 ,34 ,34 ,36 ,33 ,34,36 ,37 ,,36,74.8102
6441.jpg,58 ,56 ,54 ,61 ,61 ,55,56 ,58 ,,64,94.6717
6442.jpg,30 ,29 ,29 ,30 ,31 ,28,30 ,29 ,,31,38.8421
6443.jpg,27 ,26 ,26 ,29 ,27 ,28,23 ,28 ,,31,71.464
6444.jpg,29 ,45 ,35 ,37 ,40 ,43,34 ,28 ,,52,91.2426
6445.jpg,45 ,47 ,47 ,50 ,46 ,48,48 ,48 ,,52,164.777
6446.jpg,26 ,26 ,19 ,19 ,24 ,17,8 ,27 ,,9,9.6594
6447.jpg,23 ,26 ,13 ,19 ,24 ,10,20 ,22 ,,23,22.5554
6448.jpg,21 ,25 ,23 ,22 ,25 ,24,26 ,25 ,,23,37.8186
6449.jpg,29 ,27 ,32 ,30 ,31 ,32,31 ,31 ,,30,55.1164
6450.jpg,27 ,28 ,30 ,29 ,30 ,29,27 ,29 ,,29,20.3133
6451.jpg,53 ,59 ,61 ,60 ,59 ,62,60 ,64 ,,48,119.474
6452.jpg,29 ,32 ,31 ,31 ,33 ,29,33 ,32 ,,31,39.1497
6453.jpg,32 ,48 ,32 ,32 ,29 ,33,34 ,35 ,,30,65.1357
6454.jpg,30 ,38 ,44 ,39 ,39 ,43,35 ,41 ,,39,63.662
6455.jpg,36 ,61 ,55 ,60 ,58 ,44,45 ,43 ,,64,168.7574
6456.jpg,24 ,24 ,27 ,25 ,22 ,29,29 ,24 ,,37,54.7261
6457.jpg,40 ,36 ,41 ,37 ,41 ,41,40 ,40 ,,39,52.4058
6458.jpg,26 ,25 ,27 ,22 ,24 ,27,23 ,25 ,,29,63.6842
6459.jpg,25 ,25 ,24 ,26 ,26 ,25,29 ,24 ,,30,38.0774
6460.jpg,30 ,26 ,31 ,23 ,27 ,23,28 ,14 ,,29,72.9389
6461.jpg,28 ,33 ,33 ,28 ,8 ,29,33 ,33 ,,26,60.902
6462.jpg,33 ,35 ,33 ,35 ,34 ,34,31 ,32 ,,34,36.7368
6463.jpg,25 ,19 ,28 ,23 ,25 ,26,18 ,31 ,,22,23.0471
6464.jpg,29 ,27 ,27 ,33 ,30 ,24,26 ,25 ,,22,32.9487
6465.jpg,26 ,29 ,32 ,26 ,25 ,32,24 ,29 ,,33,53.8795
6466.jpg,50 ,49 ,49 ,49 ,49 ,54,49 ,54 ,,52,96.8878
6467.jpg,20 ,10 ,16 ,14 ,14 ,10,10 ,16 ,,22,53.5253
6468.jpg,29 ,30 ,30 ,28 ,26 ,30,26 ,27 ,,30,107.0374
6469.jpg,18 ,26 ,23 ,29 ,22 ,28,19 ,26 ,,53,60.4244
6470.jpg,45 ,52 ,40 ,36 ,34 ,38,22 ,41 ,,53,108.2562
6471.jpg,47 ,56 ,54 ,47 ,54 ,54,50 ,55 ,,45,43.5725
6472.jpg,32 ,32 ,35 ,37 ,38 ,34,29 ,33 ,,37,49.3089
6473.jpg,17 ,21 ,22 ,21 ,24 ,18,22 ,21 ,,26,49.2176
6474.jpg,29 ,28 ,31 ,30 ,29 ,29,30 ,25 ,,29,83.1663
6475.jpg,6 ,6 ,7 ,4 ,6 ,5,7 ,7 ,,8,5.9127
6476.jpg,25 ,25 ,27 ,26 ,24 ,24,26 ,26 ,,27,34.8975
6477.jpg,60 ,58 ,65 ,65 ,62 ,64,67 ,64 ,,63,81.286
6478.jpg,38 ,38 ,37 ,35 ,38 ,43,38 ,37 ,,36,58.1183
6479.jpg,13 ,17 ,14 ,13 ,13 ,17,14 ,11 ,,14,11.065
6480.jpg,19 ,16 ,14 ,9 ,12 ,14,15 ,10 ,,17,20.5111
6481.jpg,47 ,53 ,48 ,50 ,46 ,54,53 ,51 ,,49,68.5443
6482.jpg,28 ,33 ,35 ,32 ,37 ,38,39 ,37 ,,35,139.32
6483.jpg,28 ,30 ,32 ,31 ,33 ,29,24 ,28 ,,30,30.5799
6484.jpg,39 ,49 ,47 ,53 ,40 ,39,42 ,41 ,,55,81.3557
6485.jpg,55 ,55 ,59 ,59 ,54 ,60,52 ,58 ,,54,129.5305
6486.jpg,31 ,22 ,56 ,32 ,33 ,33,32 ,23 ,,10,6.8975
6487.jpg,21 ,23 ,22 ,22 ,24 ,24,21 ,30 ,,27,32.4918
6488.jpg,10 ,8 ,3 ,4 ,3 ,10,5 ,3 ,,10,5.8904
6489.jpg,54 ,51 ,50 ,51 ,55 ,48,48 ,52 ,,54,47.3452
6490.jpg,33 ,35 ,34 ,36 ,36 ,35,35 ,35 ,,37,59.5249
6491.jpg,36 ,36 ,37 ,36 ,32 ,37,33 ,38 ,,33,68.7048
6492.jpg,33 ,33 ,34 ,31 ,34 ,32,34 ,31 ,,30,49.1045
6493.jpg,7 ,4 ,3 ,5 ,5 ,5,5 ,4 ,,6,3.4741
6494.jpg,28 ,30 ,27 ,28 ,28 ,32,28 ,30 ,,28,64.26
6495.jpg,31 ,31 ,27 ,35 ,28 ,19,38 ,36 ,,20,44.9671
6496.jpg,19 ,23 ,21 ,20 ,21 ,21,21 ,19 ,,25,20.8144
6497.jpg,29 ,31 ,26 ,29 ,29 ,26,32 ,26 ,,25,42.7561
6498.jpg,39 ,23 ,25 ,33 ,32 ,43,38 ,18 ,,42,140.3577
6499.jpg,24 ,23 ,21 ,20 ,21 ,19,22 ,20 ,,27,21.7383
6500.jpg,37 ,47 ,44 ,38 ,43 ,45,44 ,42 ,,44,45.4463
6501.jpg,60 ,58 ,54 ,58 ,51 ,56,57 ,59 ,,65,133.7278
6502.jpg,28 ,31 ,20 ,17 ,25 ,25,19 ,20 ,,9,6.4164
6503.jpg,25 ,29 ,30 ,35 ,30 ,32,27 ,29 ,,28,33.4349
6504.jpg,36 ,42 ,41 ,36 ,35 ,30,31 ,40 ,,51,81.1466
6505.jpg,31 ,36 ,35 ,33 ,31 ,33,34 ,32 ,,37,42.195
6506.jpg,25 ,24 ,27 ,24 ,23 ,29,23 ,24 ,,23,22.5303
6507.jpg,34 ,36 ,30 ,30 ,35 ,33,36 ,39 ,,22,40.6101
6508.jpg,25 ,25 ,27 ,26 ,27 ,27,28 ,28 ,,28,22.5825
6509.jpg,24 ,33 ,25 ,36 ,26 ,26,25 ,22 ,,25,23.9854
6510.jpg,26 ,24 ,24 ,24 ,22 ,24,26 ,23 ,,32,58.3458
6511.jpg,35 ,39 ,38 ,37 ,38 ,38,38 ,39 ,,44,51.8773
6512.jpg,53 ,48 ,47 ,50 ,50 ,48,50 ,51 ,,54,93.0099
6513.jpg,30 ,38 ,38 ,42 ,43 ,40,44 ,27 ,,35,45.7133
6514.jpg,26 ,26 ,31 ,28 ,28 ,28,30 ,29 ,,30,90.9584
6515.jpg,46 ,46 ,47 ,44 ,44 ,41,46 ,43 ,,39,26.8878
6516.jpg,34 ,32 ,39 ,43 ,38 ,42,36 ,42 ,,35,134.2188
6517.jpg,29 ,28 ,29 ,40 ,25 ,29,30 ,38 ,,28,49.72
6518.jpg,25 ,28 ,29 ,28 ,26 ,29,28 ,29 ,,26,32.1987
6519.jpg,26 ,22 ,23 ,23 ,23 ,23,23 ,26 ,,28,43.6397
6520.jpg,53 ,61 ,57 ,56 ,57 ,53,55 ,59 ,,69,48.4178
6521.jpg,38 ,37 ,39 ,36 ,36 ,36,38 ,33 ,,40,134.295
6522.jpg,30 ,40 ,32 ,26 ,27 ,29,43 ,26 ,,37,64.9986
6523.jpg,46 ,47 ,42 ,45 ,44 ,42,39 ,44 ,,49,76.4103
6524.jpg,26 ,23 ,26 ,28 ,23 ,25,21 ,25 ,,18,18.8634
6525.jpg,25 ,28 ,28 ,28 ,26 ,26,27 ,26 ,,34,53.8338
6526.jpg,30 ,26 ,31 ,32 ,27 ,30,29 ,31 ,,30,63.7507
6527.jpg,31 ,35 ,35 ,34 ,30 ,31,32 ,31 ,,33,64.2507
6528.jpg,26 ,13 ,7 ,15 ,7 ,32,8 ,9 ,,15,45.8186
6529.jpg,42 ,42 ,44 ,43 ,42 ,39,40 ,42 ,,48,58.4164
6530.jpg,28 ,31 ,25 ,37 ,33 ,34,27 ,35 ,,28,62.0697
6531.jpg,63 ,58 ,60 ,58 ,62 ,59,61 ,66 ,,72,144.3419
6532.jpg,7 ,9 ,4 ,7 ,7 ,3,12 ,4 ,,11,12.5076
6533.jpg,27 ,33 ,25 ,25 ,24 ,30,27 ,28 ,,37,76.1183
6534.jpg,17 ,20 ,12 ,8 ,7 ,9,12 ,13 ,,8,4.9671
6535.jpg,28 ,30 ,26 ,31 ,27 ,29,30 ,26 ,,33,56.6983
6536.jpg,34 ,32 ,46 ,37 ,31 ,46,35 ,40 ,,57,70.6377
6537.jpg,29 ,31 ,31 ,32 ,28 ,28,29 ,31 ,,32,63.0085
6538.jpg,23 ,20 ,19 ,17 ,17 ,18,22 ,25 ,,6,8.9178
6539.jpg,23 ,23 ,14 ,19 ,15 ,17,22 ,12 ,,22,63.9612
6540.jpg,67 ,71 ,63 ,72 ,67 ,67,69 ,71 ,,68,182.9986
6541.jpg,8 ,7 ,7 ,6 ,7 ,5,6 ,7 ,,15,32.2673
6542.jpg,55 ,49 ,51 ,49 ,51 ,54,56 ,50 ,,44,210.6141
6543.jpg,32 ,33 ,42 ,37 ,38 ,43,37 ,42 ,,42,52.017
6544.jpg,33 ,29 ,32 ,36 ,32 ,37,31 ,31 ,,27,34.6114
